title,company,location,description,url,technologies,salary,level
"Project Manager, Python Backend Developer",Trust,,"Undertalk — це компанія, яка займається аутсорсингом відділу продажів для товарного бізнесу. Простіше кажучи, це колл-центр. Наша суть і унікальна торгова пропозиція полягає в тому, що ми робимо продажі краще, ніж власний відділ продажів клієнта.На даний момент ми в пошуках проактивного ІТ-Project Mamagerа з досвідом в розробці (Bаckend). Обовʼязки будуть 50\50 повʼязані з даними посадами.Коротко про першочергові завдання:1 — Оцифрування робочих процесів компанії, включно з інтерграціями CRM-систем (LP-CRM і SalesDrive);2 — AI-бот для месенджерів.Основні обовʼязки:
Оцінка задач, поставлених керівником та підбір необхідних виконавців;
Комунікація та контроль виконання задач командою;
Дотримання дедлайнів особистих та найнятих працівників;
Навички та вміння програмування на мові Python;
Що ми пропонуємо:
Вільний та гнучкий графік, працюємо на результат;
Достойний рівень ЗП та своєчасні виплати (ставка + %);
Можливість формувати власну команду спеціалістів.
Наші побажання до тебе:
Досвід роботи в команді на аналогічній посаді 2 роки +;
Системне мислення;
Знання архітектурних патернів та кращих практик програмування;
Вміння будувати розширювані та стійкі системи, 
Вміння вирішувати проблеми, які виникають в ході виконання проекту.
Технологічний стек: Python, FastAPI, PostgreSQL, Docker, S3, Celery, Scraping, third party integration, Rabbit MQ, event driven actions, тестування е2е, юніт тести (pytest), Cursor/Copilot/Claude Code. Для комунікації з рекрутером звертайтесь до @hr_Olenaa",https://www.work.ua/jobs/7639051/,"['Celery', 'Docker', 'FastAPI', 'PostgreSQL', 'PyTest', 'Python', 'SQL']",70000.0,
Computer Vision Engineer (Python),Digital Transformation OCS,,"Вакансія: Computer Vision Engineer (Python)Партайм / Проектна робота, ВіддаленоМи розробляємо власний AI продукт у сфері відеоаналітики. Масштабуємось і шукаємо CV спеціалістів для роботи над кастомними проєктами. Формат переважно партайм але є і повноцінні проєкти на фултайм зайнятість. Що будеш робити:
Fine-tuning і розробка моделей для детекції дій і подій на відео

Інтеграція моделей в існуючу інфраструктуру (Python, FastAPI, Docker)
Робота з відео потоками з IP камер (RTSP, FFmpeg, OpenCV)
Кастомні рішення під конкретні задачі клієнтів
Що шукаємо:
Python, PyTorch або TensorFlow
OpenCV, робота з відео
Досвід з YOLO або іншими детекторами
Деплой моделей (FastAPI, Docker)
Плюсом: CLIP, Florence-2, VideoMAE, Whisper, досвід fine-tuning на кастомних датасетах, CUDAЩоб відгукнутись — заповни форму: https://docs.google.com/forms/d/e/1FAIpQLSdHD1rpPrTSrhWC00nqW6oAEgOmEg7a3L4O4_ikLz7pjm8tLA/viewform?usp=header",https://www.work.ua/jobs/7865349/,"['Docker', 'FastAPI', 'PyTorch', 'Python', 'TensorFlow']",,Senior
Junior Python Developer,HYS Enterprise,,"We are looking for an enthusiastic and proactivePython Developer with commercial experience to join our dynamic team.About the project:Join Epicstaff — our open-source startup building a platform for creating AI agents with a visual UI and modular backend. Check it out at GitHub and make sure you understand what it’s about. If it clicks with you — welcome aboard, and let’s build something great together. No micromanagement. Just clear goals, smart teammates, and your chance to make a real impact on a real product.You need to have:
1+ years of experience in Python development;
Strong proficiency in Python and Django framework;
Solid understanding of software development core concepts: data structures, algorithms, OOP, and Asynchronous programming (Asyncio);
Experience working with SQL (PostgreSQL/MySQL) and NoSQL databases;
Hands-on experience with Linux environments and version control (Git);
Ability to write clean, maintainable, and efficient code;
Upper-Intermediate English level or higher (ability to communicate effectively with stakeholders).
Would Be a Plus:
Practical experience with ML, LLMs (OpenAI, Anthropic, etc.), and RAG;
Deep passion for the AI ecosystem;
Experience with Docker and CI/CD pipelines.
In this project, you will:
Contribute to technical solutions and write clean, maintainable, and high-quality Python code for our modular backend;
Participate in debugging and troubleshooting a multi-agent virtual assistant system;
Create and maintain clear technical documentation;
Join conference calls and meetings with stakeholders when required;
Participate in estimation, grooming, and planning sessions.
Our selection process includes:
To submit your application, please follow the link below and fill out the form at the provided link — https://hysenterprise.hurma.work/public-vacancies/359?source=Mg==&utm_source=work_ua 
HR interview;
Tech interview;
Final interview with the founders of the company.
We offer:
Monday—Friday (10.00−19.00 or 9:00−18.00) schedule;
Work format: office/remote/hybrid;
Medical insurance;
Corporate equipment;
No time trackers or unnecessary bureaucracy;
Supportive and collaborative team culture;
Paid vacation and sick leave;
Gifts for birthdays and professional holidays;
Freedom to test ideas, lead initiatives, and try something new;
Communication with experienced professionals eager to share their expertise;
Participation in internal and external events, with opportunities to grow your brand.",https://www.work.ua/jobs/7804785/,"['CI/CD', 'Django', 'Docker', 'Git', 'GitHub', 'Linux', 'NoSQL', 'PostgreSQL', 'Python', 'SQL', 'asyncio']",,Intern
"Python Developer, інтегратор (Automations, Telegram Bots, API, AI)",SoftBam,,"Ми — команда розробників, що працює з інфраструктурою та автоматизацією процесів для медіабаїнгових (арбітражних) команд.Шукаємо python разробника/інтегратора, який буде відповідати за автоматизацію процесів, розробку телеграм ботів, інтеграцію сервісівТобі до нас, якщо ти любиш автоматизувати рутину, працювати з API, Telegram-ботами та серверами, і хочеш будувати зрозумілі, стабільні технічні рішення Обовʼязки:
Розробка, налаштування та підтримка Telegram-ботів на Python 
Інтеграція Telegram-ботів з API, Google sheets
Розробка скриптів в гугл таблицях App Script
Налаштування та інтеграція різних технологій і сервісів між собою
Вимоги:
Досвід роботи з Python від 1 року
Досвід роботи з Telegram-ботами, юзер ботами (aiogram / pyrogram або аналогами)
Базове розуміння роботи з базами даних
Розуміння принципів роботи API (REST, webhooks)
Базове розуміння роботи серверів (Linux, VPS)
Вміння швидко розбиратись у нових сервісах та технологіях
Буде плюсом:
Досвід роботи з Mongodb
Досвід роботи з Google Sheets API / Google Apps Script
Досвід роботи з Docker, cron, systemd
Ми пропонуємо:
Повний ремоут
Фулл тайм
Стабільну оплату + бонуси за ефективність
Тестовий місяць — $700, далі — $1100
Навчання та підтримку на старті
Роботу в дружній команді без токсичності й бюрократі
Регулярний перегляд зп
Надішліть резюме або звертайтесь у Telegram: @softbam_andrii",https://www.work.ua/jobs/7862007/,"['Docker', 'Linux', 'MongoDB', 'Python', 'REST API']",39000.0,
Python-розробник (Odoo) в батальйон безпілотних систем,"Tenrai, батальйон безпілотних систем 158 ОМБр",,"Привіт! Ми — TENRAI [ТЕНРАЙ], батальйон безпілотних систем 158 ОМБр, що керує стихією на полі бою. Ми створені для нових викликів війни і використовуємо передові безпілотні технології, щоб забезпечити максимальну безпеку наших людей та ефективність операцій. Якщо ти хочеш долучитися до команди, яка впроваджує інновації у розвідку, коригування вогню та ударні операції — ця можливість для тебе.Що очікуємо від тебе на посаді Python (Odoo) розробника:
Розробка і підтримка програмних рішень на базі Python, зокрема у системі Odoo, для автоматизації процесів у батальйоні.
Впровадження нових функціональних можливостей, оптимізація існуючих модулів і інтеграція з іншими системами.
Тестування, аналіз та усунення технічних проблем для забезпечення стабільної роботи програмного забезпечення.
Тісна співпраця з командою, щоб розуміти задачі та трансформувати їх у ефективні технічні рішення.
Забезпечення безпеки даних і відповідність розробок до високих стандартів військових операцій.
Твої ключові задачі:
Розробка і підтримка кастомізованих модулів в Odoo.
Автоматизація внутрішніх процесів батальйону.
Оптимізація і масштабування програмних продуктів.
Участь у створенні унікальних рішень для підвищення ефективності бойових операцій.
Ми шукаємо саме тебе, якщо:
Маєш досвід розробки на Python від 2 років.
Працював з Odoo або подібними ERP-системами.
Володієш знаннями баз даних, API та інтеграцій.
Відповідально ставишся до якості коду та безпеки.
Цінуєш командну роботу і розумієш важливість своєї ролі для безпеки та успіху операцій.
Якщо ти готовий долучитися до TENRAI і своїми знаннями та навичками допомагати робити небезпеку передбачуваною — чекаємо на твою заявку. Разом ми сильніші!",https://www.work.ua/jobs/7698330/,"['Odoo', 'Python']",,
Програміст Python для Odoo,"Тюфанов С.Г., ФОП",Харків,"Ми — український бренд одягу Reload. Шукаємо талановитого та мотивованого програміста Python для розвитку та підтримки нашої системи управління бізнесом на базі Odoo.Обов’язки:
Розробка та модифікація функціоналу системи Odoo;
Встановлення, налаштування та підтримка роботи модулів Odoo;
Розробка та впровадження нових функціональних можливостей у систему;
Відлагодження та тестування розробленого програмного забезпечення;
Вимоги:
Досвід роботи з мовою програмування Python;
Розуміння основ розробки на базі Odoo або готовність швидко набути такого досвіду;
Вміння працювати в команді та гнучкість у роботі;
Висока самоорганізованість та вміння працювати в умовах високого темпу розвитку проекту;
Креативність та ініціативність у вирішенні завдань.
Ми пропонуємо: 
Можливість зростання та професійного розвитку;
Конкурентну заробітну плату;
Гнучкий графік роботи;
Комфортні умови праці та дружню атмосферу в колективі.
Якщо ви маєте бажання розвиватися в сфері програмування Python та Odoo, маєте комунікабельність та готовність працювати у команді, надсилайте своє резюме.",https://www.work.ua/jobs/4334775/,"['Odoo', 'Python']",,
Інженер-програміст БПЛА,"Буревій, перша Президентська бригада НГУ (в/ч 3027)",,"Вимоги:
вік від 25 років 
профільна технічна освіта (середня або вища) 
здатність працювати в польових умовах 
відповідальність, уважність, вмотивованість, зосередженість, стресостійкість 
готовність виконувати рутинні завдання 
здатність працювати в команді 
навички роботи з відповідним програмним забезпеченням 
сильна фізико-математична база • досвід роботи у відповідній галузі 
досвід роботи з БПЛА 
швидка реакція та вміння ухвалювати рішення в стресових ситуаціях
Умови роботи:
мобілізація до кінця воєнного стану або служба за контрактом 
можливість переведення чинних військовослужбовців з НГУ та ЗСУ через Армія+ 
можливість служби для кандидатів, які за висновком ВЛК придатні до служби у військових частинах забезпечення, ТЦК та СП, ВВНЗ, навчальних центрах тощо 
можливість служби для кандидатів зі статусом СЗЧ 
грошове забезпечення згідно з нормами чинного законодавства 
сучасне обладнання (з передовими системами озброєння та технікою) 
соціальний пакет (медичне забезпечення, пільги для військовослужбовців, підтримка сімей) 
кар'єрний розвиток (можливість зростання до сержантських та офіцерських посад) 
наставницький супровід та навчання
Обов’язки:
розробка програмного забезпечення для БПЛА з використанням Python та C++ 
робота з Ardupilot, Mission Planner, QGroundControl, Dronekit, Mavlink 
робота з Ubuntu, Raspberry Pi, OpenCV, YOLO 
робота з прошивками дронів, модулів і камер (Pixhawk, Betaflight, INAV) 
автоматизація робочих процесів (налаштування, перевірки, моніторинг) 
співпраця з техніками та пілотами для розв’язання реальних бойових задач",https://www.work.ua/jobs/7770618/,"['C++', 'Python', 'Raspberry Pi', 'Ubuntu']",80000.0,
"Python-програміст (K2, ERP)","К2Р, ТОВ",Київ,"Для тих, хто знає 1C/BAS, але обрав Python і хоче, щоб розвивалось українське.Ми — K2, команда, яка створює K2 Cloud ERP: модульну ERP-платформу (55+ модулів), що допомагає бізнесу безболісно перейти з 1C та BAS на сучасну систему з прозорим переносом даних без втрати інформації.Це не «ще один вебсервіс». Ми будуємо ядро автоматизації бізнесу, яке реально працює у виробництві: бухгалтерія, управлінський облік, продажі, склад, документообіг, аналітика, інтеграції.Чому ця роль «смачна» для сильного Python-розробникаТут важливий не тільки код — а розуміння бізнес-логіки: як живе підприємство, які сутності та зв’язки критичні, де виникають помилки обліку і як зробити систему надійною, прозорою та масштабованою.Ви будете впливати на продукт, який:
замінює 1C/BAS на підприємствах України
має модульну архітектуру та власну систему оновлення компонент
працює у гібридній хмарі та на різних платформах (Linux / macOS / Windows / Android / iOS)
розвивається під реальні ТЗ бізнесу, а не «для галочки»
Важливо: бухгалтерські та управлінські системи.Кому це зайде на 100%Вакансія для вас, якщо вам цікаво:
як влаштовані довідники, документи, проводки/рухи, залишки, взаєморозрахунки
що таке оборотні відомості, первинка, складські рухи, партії, собівартість
як будувати надійні сутності, зв’язки та правила у великих системах
Ми не очікуємо, що ви «головбух». Але очікуємо готовність глибоко зануритись у предметну область і мислити сутностями.Ваші задачі
Розробка веб-модулів K2 Cloud ERP на Python + Flask
Проєктування та реалізація бізнес-логіки (облік, документи, довідники, інтеграції)
Робота з БД через SQLAlchemy, оптимізація запитів, продуктивність
Взаємодія з командою (фронтенд / аналітики / впровадження) для релізів у прод
Участь у розвитку модульної архітектури та якості коду
Вимоги:
Впевнений Python (комерційний досвід)
Flask (або аналогічні веб-фреймворки з готовністю працювати у Flask)
SQLAlchemy + розуміння реляційних БД
Досвід у бекенді (або full-stack, але з сильним бекендом)
Системне мислення: структури даних, межі відповідальності, якість і підтримуваність
Буде плюсом:
Розуміння ERP/CRM/облікових систем (1C/BAS/Odoo/Microsoft Dynamics тощо)
Досвід міграцій даних, інтеграцій, імпортів/експортів
HTML/CSS/JS на рівні «щоб розуміти фронт»
Linux, Docker, CI/CD, Git
Що ми пропонуємо
Конкурентну зарплату (за рівнем і впливом на продукт)
Роботу над українським продуктом, який реально замінює 1C/BAS
Команду, де цінують сильну інженерію та здоровий глузд
Офіс у Києві: 400 м від м. Лук’янівська
Професійний ріст: складні задачі, архітектура, домен, масштабування
Для компаній, які натрапили на вакансіюЯкщо ваша компанія планує перехід з 1C/BAS — K2 Cloud ERP дає:
прозорий перенос даних без втрати інформації
модульну систему під ваші процеси
відкритість і контроль (у т.ч. за компонентами та оновленнями)
український продукт і підтримку
Відбір і тестовеПеред співбесідою — тестове завдання. Після виконання потрібно записати коротке відео з демонстрацією рішення. Рішення + відео надсилати у Viber: +38 067 901-63-22Показати телефонМатеріали (щоб зручно копіювати):Сайт: https://corp2.euLinkedIn: https://www.linkedin.com/company/k2erp/Тестове завдання:https://docs.google.com/document/d/1ON6cZqYpSRM6lXZnzml8DLxwzP8LxRlhzoY7aWL6Lu0/edit?usp=sharingОзнайомлення з предметною частиною:https://docs.google.com/document/d/1nD0Athi8Nqhfgllotb4tnSMacWl8idqn3iTP9Z-viEI/edit?usp=sharingЯкщо вам набридло підтримувати застаріле і хочеться будувати українське, що стане стандартом автоматизації бізнесу — вам до K2.Тут Python-розробник не «пише ендпоїнти», а проєктує серце ERP, яке працює в реальних підприємствах.",https://www.work.ua/jobs/7858470/,"['CI/CD', 'CSS', 'Docker', 'Flask', 'Git', 'HTML', 'JavaScript', 'Linux', 'Odoo', 'Python', 'SQL', 'SQLAlchemy']",45000.0,Senior
"Backend Developer, військовослужбовець (Python/Odoo, центр логістичних рішень)","Хартія, 13-та БрОП НГУ",,"Автоматизація військової логістики — 2-й корпус НГУ «Хартія» Приєднуйся до 2-го корпусу Національної гвардії України «Хартія» — сучасного підрозділу, що впроваджує цифрові рішення для управління матеріальними ресурсами та логістикою. Ми створюємо комплексну систему автоматизації (Odoo / ERP) для складського обліку, інвентаризації, руху майна та логістичних процесів — і шукаємо розробника, який допоможе зробити це якісно, безпечно та масштабовано. Основні обов’язки: 
Розгортання, налаштування та кастомізація системи Odoo (Python / PostgreSQL) під потреби військової логістики.
Розробка бекенд-модулів для обліку майна, управління складами (WMS) та інвентарного менеджменту (IMS).
Інтеграція системи з суміжними модулями та зовнішніми сервісами (API, CSV/XML-обмін, REST).
Оптимізація бізнес-логіки, автоматизація облікових операцій, робота з правами доступу та аудитом даних.
Тестування, документування та підтримка стабільної роботи серверної частини системи.
Участь у команді з аналітиками, архітекторами та фахівцями логістики для спільного розроблення архітектури ERP-рішень.
Професійні навички: 
3+ роки досвіду розробки на Python, бажано в екосистемі Odoo / ERP / WMS.
Знання PostgreSQL, ORM (Odoo ORM або SQLAlchemy), досвід роботи з Git та Docker.
Розуміння архітектури ERP-систем, інтеграційних патернів, API-first підходу.
Вміння читати бізнес-вимоги та реалізовувати їх у логіку системи.
Досвід оптимізації запитів, кешування, налаштування cron-завдань, аналітичних звітів.
Особисті навички:
Системне мислення та здатність структурувати складні процеси.
Увага до деталей, чистий код і дисципліна у роботі з даними.
Командність, готовність ділитися знаннями, гнучкість у комунікації.
Відповідальність, самостійність і вміння працювати в умовах високої динаміки.
Проактивність — не просто виконувати, а пропонувати рішення та покращення продукту.
Умови:
Формат служби: контракт або мобілізація — залежно від твоєї ситуації.
Навчання та адаптація (60 днів) для кандидатів без військового досвіду.
Повне речове забезпечення, форма, IT-обладнання та робоче місце.
Безоплатна медична допомога у військових медичних закладах.
Повний пакет соціальних гарантій і державного захисту.
Можливість переведення чинних військовослужбовців НГУ за згодою командира.
Робота в команді професіоналів, які створюють новий стандарт цифрової логістики НГУ.
Надсилайте свої резюме або телефонуйте на офіційний номер 3333 для призначення співбесіди.",https://www.work.ua/jobs/7250722/,"['Docker', 'Git', 'Odoo', 'PostgreSQL', 'Python', 'SQL', 'SQLAlchemy']",50000.0,
Python developer,Товариство Червоного Хреста України,,"Національний комітет Товариства Червоного Хреста України (ТЧХУ) оголошує конкурс на посаду Python Developer.Товариство Червоного Хреста України — найбільша гуманітарна організація України, яка однією з перших реагує на надзвичайні ситуації та надає допомогу тим, хто найбільше її потребує.Ціль посади: Запрошуємо досвідченого розробника Odoo для реалізації Стратегії цифрового розвитку. Шукаємо фахівця з досвідом роботи з кастомними проєктами, оновленнями Odoo та інтеграціями зі сторонніми інструментами.Вимоги до кандидата:
2+ роки досвіду з Odoo Community/Enterprise (розробка, оновлення, інтеграції);
2+ роки досвіду програмування на Python (Python 3.5+);
досвід роботи з Linux, PostgreSQL, RESTful та gRPC API;
володіння Git, Bitbucket, розуміння CI/CD;
знання HTML, XML, CSS, OWL, JavaScript;
англійська мова — рівень B2;
досвід open-source розробки, знайомство з Docker, Kubernetes.
Основні обов’язки:
розробка додатків (модулів) для Odoo Community/Enterprise;
кастомізація Odoo, розробка нових функціональностей, інтеграція зі сторонніми сервісами;
рев’ю коду, модульне та інтеграційне тестування;
виявлення, аналіз та усунення проблем у програмах;
надання рекомендацій щодо вдосконалення додатків і підтримка існуючих рішень.
Загальні обов’язки:
працювати над досягненням цілей ТЧХУ;
дотримуватися принципів Червонохресного руху;
виконувати інші завдання за дорученням керівника.
ТЧХУ пропонує:
Бронювання;
офіційне працевлаштування (КЗпП);
своєчасну виплату заробітної плати;
дружній колектив однодумців;
участь у тренінгах та семінарах в Україні й за її межами.
Ми створюємо безпечне та інклюзивне середовище, що гарантує рівний доступ до можливостей, захист гідності та рівність прав. ТЧХУ — роботодавець рівних можливостей, у тому числі для осіб з інвалідністю. Сексуальна експлуатація та наруга заборонені в усіх формах.",https://www.work.ua/jobs/7700199/,"['CI/CD', 'CSS', 'Docker', 'Git', 'HTML', 'JavaScript', 'Kubernetes', 'Linux', 'Odoo', 'PostgreSQL', 'Python', 'REST API', 'SQL']",,
Веброзробник,Військова частина А4127,Київ,"Військова частина запрошує на військову посаду розробника для роботи над створенням та підтримкою веб-додатків, автоматизацією процесів та інтеграцією технологій штучного інтелекту.Функціональні обов’язкиВеб-розробка
Створення та підтримка веб-додатків з використанням сучасного стеку технологій
Розробка інтерфейсів користувача з HTML, CSS, JavaScript
Робота з шаблонізатором EJS
Розробка компонентів на React
Стилізація додатків за допомогою Tailwind CSS
Забезпечення адаптивності та кросбраузерності веб-додатків
Автоматизація та робота зі ШІ
Автоматизація бізнес-процесів за допомогою Python
Інтеграція та робота з моделями штучного інтелекту через Python
Оптимізація та налаштування алгоритмів машинного навчання
Робота з базами даних
Проектування структури баз даних
Написання запитів та оптимізація продуктивності
Підтримка та адміністрування БД (PostgreSQL, MongoDB, SQLite)
ГІС-технології
Робота з геоінформаційними системами та технологіями
Інтеграція геопросторових даних у веб-додатки
Обробка та візуалізація геопросторової інформації
Технічні навички (яким надається перевага)
Frontend: впевнене володіння HTML, CSS, JavaScript
Frameworks/Libraries: досвід роботи з React, EJS, Tailwind CSS
Backend: практичні навички програмування на Python
ШІ: досвід роботи з моделями штучного інтелекту через Python (TensorFlow, PyTorch, scikit-learn тощо)
Бази даних: базові знання роботи з PostgreSQL, MongoDB, SQLite
Особисті якості
Здатність швидко навчатися та адаптуватися до нових технологій
Відповідальність та уважність до деталей
Вміння працювати в команді
Аналітичне мислення та здатність вирішувати складні технічні задачі
Загальні вимоги
Готовність до військової служби у військовій частині
Відповідність вимогам для проходження служби у ЗСУ
Буде перевагою
Системи контролю версій: досвід роботи з Git (GitHub/GitLab/Bitbucket)
Розширений досвід з БД: глибоке знання PostgreSQL, MongoDB, SQLite, вміння оптимізувати запити та проектувати складні структури даних
ГІС-системи: практичний досвід роботи з ArcGIS та QGIS
Іноземні мови: знання англійської мови (для роботи з технічною документацією)
Досвід роботи: попередній досвід на аналогічних позиціях
DevOps: знання Docker, CI/CD процесів
API: досвід розробки та інтеграції RESTful API
Умови
Офіційне працевлаштування
Проходження військової служби за обраною спеціальністю
Можливість професійного розвитку
Робота над цікавими та важливими проектами
Як відгукнутисяНадсилайте резюме з описом релевантного досвіду та портфоліо проектів (за наявності).",https://www.work.ua/jobs/7348552/,"['CI/CD', 'CSS', 'Docker', 'Git', 'GitHub', 'HTML', 'JavaScript', 'MongoDB', 'PostgreSQL', 'PyTorch', 'Python', 'REST API', 'React', 'SQL', 'SQLite', 'TensorFlow']",46000.0,
"Middle, Senior Embedded Engineer",NDA Recruitment,Харків,"💼 Твоя зона відповідальності
Повний цикл розробки ПЗ для вбудованих систем
Проєктування архітектури прошивок і логіки роботи модулів
Робота з протоколами обміну даними та апаратними інтерфейсами
Розробка на C/C++ (Python — для допоміжних задач та тестування)
Робота з мікроконтролерами STM32, ESP та аналогічними
Налагодження програмного й апаратного забезпечення
Прототипування, тестування та валідація рішень
Підготовка повного пакета технічної документації
Взаємодія з hardware-командою та суміжними відділами
🎓 Наші очікування
Комерційний досвід розробки embedded-рішень
Глибоке розуміння архітектури мікроконтролерних систем
Впевнена робота з вимірювальним обладнанням
Досвід створення та оптимізації алгоритмів
Досвід роботи з системами контролю версій
Розуміння вимог безпеки та стандартів розробки
➕ Досвід у бездротових рішеннях або проєктах, пов’язаних із безпілотними системами, буде значною перевагою🧠 Ми цінуємо
Системне інженерне мислення
Самостійність у прийнятті технічних рішень
Відповідальність за результат
Здатність працювати в динамічному середовищі
🎁 Що ти отримаєш
💰 Зарплата від 77 000 грн
📅 Позмінний графік роботи — 5/2
📚 Оплачуване навчання та можливості для професійного й кар'єрного росту
📜 Офіційне працевлаштування та повний соціальний пакет
✈️ Відрядження по УкраїніЦя вакансія також відкрита і чудово підходить для ветеранів.📩 Готовий/-а до динамічної роботи? Надсилай резюме просто зараз! 🚀",https://www.work.ua/jobs/7498411/,"['C++', 'Python']",77000.0,Middle
Python Backend-розробник,Apex Media,Київ,"Python-Backend Розробник📍Локація: м. Київ 📍Графік: Офісний формат роботи 10:00−19:00Ми шукаємо досвідченого Python-Backend розробника для проєктування серверної архітектури, налаштування інфраструктури та баз даних. Кандидат повинен розуміти DevOps-процеси, питання безпеки та масштабування.Обов’язки:
Проєктування та розвиток серверної архітектури.
Налаштування та підтримка інфраструктури (VPS, хмара, Docker, Nginx).
Робота з базами даних (PostgreSQL, SQLModel).
Забезпечення безпеки та стабільності систем.
Інтеграція та підтримка систем авторизації.
Робота з брокерами повідомлень (RabbitMQ, Redis, Celery).
Вимоги:
Впевнене володіння Python та фреймворками Django, FastAPI або Flask.
Досвід роботи з Linux, Nginx, Docker, VPS та хмарними сервісами.
Досвід роботи з реляційними базами даних (PostgreSQL, SQLModel).
Базові знання мережевої інфраструктури: LAN, маршрутизація, firewall.
Розуміння систем авторизації та безпеки.
Досвід роботи з брокерами повідомлень (RabbitMQ, Redis, Celery).
Бажано:
Розуміння DevOps-процесів та масштабування сервісів.
Вміння працювати в команді та вирішувати складні технічні завдання Приєднуйся до нас просто зараз! Пиши 👉 https://t.me/annaapex",https://www.work.ua/jobs/7855791/,"['Celery', 'Django', 'Docker', 'FastAPI', 'Flask', 'Linux', 'PostgreSQL', 'Python', 'RabbitMQ', 'Redis', 'SQL', 'nginx']",,
Інженер-програміст,Universal Bank,Київ,"Universal Bank є сучасним українським банком зі стабільною репутацією протягом 30 років. Наш банк відомий завдяки успішному інноваційному проєкту monobank, спільному роздрібному продукту Universal Bank у співпраці з IT-компанією Fintech Band, яким активно користуються вже понад 10 мільйонів клієнтів.Ваші основні обов’язки:
Підтримка існуючих програмно-технічних комплексів Банку. 
Приймати участь у проєктах по розвитку існуючих та впровадження нових ПТК.
Аналіз бізнес вимог та технічних завдань.
Складання звітів по виконаній роботі.
Що ми очікуємо від Вас:
Знання принципів роботи об'єктно-орієнтованого програмування, Rest-Ful API.
Володіння мовою програмування Python.
Знання бібліотек Flask, FastAPI, pyodbc, sqlalchemy.
Розуміння мережевих протоколів та інфраструктури.
Володіння мережевими технологіями (IP, порти, проксі) та вміння реалізовувати мережеву взаємодію у Python з використанням requests/aiohttp.
Досвід створення та програмування Viber/Telegram ботів.
​Досвід програмування з використанням штучного інтелекту (бажано Claude Code від Anthropic).
Буде плюсом:
Робота в ІТ в фінансових установах.
Робота з банківськими системами. 
Участь у проєктах по автоматизації процесів фінансових установ. 
Знання принципів роботи з Docker, GIT.
Знання JavaScript та фреймфорку React.
Чому кандидати обирають Універсал Банк: Люди — наш головний капітал. Успіх банку — тисячі особистих та професійних успіхів кожного. Коли розвиваються співробітники — розвивається Універсал Банк.Приєднуючись до команди професіоналів Універсал Банку Ви отримаєте:
Офіційне працевлаштування з першого робочого дня.
Стабільний графік роботи — 5/2 з 9:00 до 18:00.
Швидку адаптацію в команді професіоналів, готових ділитися досвідом, навчати та підтримувати з першого дня.
Турбота про Ваше здоров’я — в нашому Банку діє програма медичного страхування співробітників.
Розвиток та можливість кар'єрного росту всередині Банку — відвідуйте тренінги та конференції, обмінюючись досвідом з колегами.
Додаткову винагороду за виконання обов’язків тимчасово відсутнього працівника — Ваше вміння допомагати колегам буде щедро винагороджене.
Корпоративні подарунки — від нас з любов’ю до наших працівників.
Цінуючи ваш вклад у розвиток компанії, ми надаємо після року роботи картку Platinum від monobank із преміальним сервісом та без жодних витрат на обслуговування.
Корпоративну бібліотеку: зануритесь у світ знань та невичерпного розвитку.
Надсилайте свої резюме або телефонуйте/пишіть за деталями 0676435158Показати телефон(Лілія — рекрутер)",https://www.work.ua/jobs/7797138/,"['Docker', 'FastAPI', 'Flask', 'Git', 'JavaScript', 'Python', 'REST API', 'React', 'SQL', 'SQLAlchemy']",,
